UID,Country_Region,Date,ConfirmedCases,Fatalities
84002105,US,4/12/2020,566999,27674
84002110,US,4/13/2020,594155,29657
84002122,US,4/14/2020,622470,32132
84002130,US,4/15/2020,648363,34730
84002150,US,4/16/2020,677983,36913
84002158,US,4/17/2020,711000,39008
84002170,US,4/18/2020,738408,40954
84002180,US,4/19/2020,763845,42934
84002185,US,4/20/2020,793953,45179
84002188,US,4/21/2020,820012,47662
84080002,US,4/22/2020,849896,50128
84002195,US,4/23/2020,881853,52542
84002198,US,4/24/2020,913801,54711
84002220,US,4/25/2020,944706,56445
84002230,US,4/26/2020,970666,57850
84002240,US,4/27/2020,995341,59330
84090002,US,4/28/2020,1019922,61571
84002261,US,4/29/2020,1046782,63962
