UID,Country_Region,Date,ConfirmedCases,Fatalities
84018025,US,2/3/22,27884160,314961
84018027,US,2/4/22,28053664,316920
84018033,US,2/5/22,28079753,317162
84018029,US,2/6/22,28122728,317279
84018031,US,2/7/22,28250319,318428
84018035,US,2/8/22,28373600,319163
84018037,US,2/9/22,28433042,320170
84018039,US,2/10/22,28493466,321707
84018041,US,2/11/22,28588732,322807
84018043,US,2/12/22,28604519,323149
84018045,US,2/13/22,28641248,323265
84018047,US,2/14/22,28693677,324464
84018049,US,2/15/22,28721950,325077
84018051,US,2/16/22,28761158,325923
84018053,US,2/17/22,28794468,327408
84018055,US,2/18/22,28865693,328599
84018057,US,2/19/22,28872943,328804
84018059,US,2/20/22,28882423,328974
84018061,US,2/21/22,28918238,329190
84018063,US,2/22/22,28945138,330039
84018065,US,2/23/22,28971093,330660
84018067,US,2/24/22,28999157,331971
84018069,US,2/25/22,29016574,332703
84018071,US,2/26/22,29048695,333108
84018073,US,2/27/22,29060410,333140
84018075,US,2/28/22,29084562,334168
84018077,US,3/1/22,29097450,334763
84018079,US,3/2/22,29113880,335361
84018081,US,3/3/22,29132622,336169
84018083,US,3/4/22,29158640,336869
84018085,US,3/5/22,29161133,336978
84018087,US,3/6/22,29168252,336993
84018091,US,3/7/22,29192912,337892
84018089,US,3/8/22,29202906,338267
84018093,US,3/9/22,29216259,339232
84018095,US,3/10/22,29235279,339759
84018097,US,3/11/22,29256152,340532
84018099,US,3/12/22,29258289,340610
84018101,US,3/13/22,29263968,340694
84018103,US,3/14/22,29277738,341379
84018105,US,3/15/22,29285945,341636
84018107,US,3/16/22,29297859,342613
84018109,US,3/17/22,29315223,343163
84018111,US,3/18/22,29325433,343643
84018113,US,3/19/22,29329883,343821
84018115,US,3/20/22,29334892,343843
84018117,US,3/21/22,29348493,344510
84080018,US,3/22/22,29359066,344606
84018119,US,3/23/22,29368422,345260
84018121,US,3/24/22,29382155,345549
84018123,US,3/25/22,29406509,345924
84018125,US,3/26/22,29407586,345948
84018127,US,3/27/22,29407815,345958
84018129,US,3/28/22,29425653,346332
84018131,US,3/29/22,29431830,346490
